Question,Answer
장애인 등록을 위한 상담은 어디서 받을 수 있나요?,거주지 읍면동 주민센터(행정복지센터)에서 장애인 등록 상담 및 필요한 서류 안내를 받을 수 있습니다. 이와 관련한 제도는 장애인 등록신청입니다. 참고해주세요.
장애인등록은 어디서 확인할 수 있나요?,"심사결과는 등록을 신청한 읍면동 주민센터(행정복지센터)에서 확인할 수 있으며, 최종 결과는 통지를 통해 알려드립니다. 이와 관련한 제도는 장애인 등록신청입니다. 참고해주세요."
장애정도 심사를 진행하는 기관은 어디인가요?,"장애정도 심사는 국민연금공단에서 진행하며, 그 결과에 따라 등록 여부가 결정됩니다. 이와 관련한 제도는 장애인 등록신청입니다. 참고해주세요."
어떤 의료기관에서 장애정도 심사용 진단서를 발급받을 수 있나요?,"장애정도 심사용 진단서는 병원이나 의료기관에서 발급을 받을 수 있으며, 이를 주민센터에 제출해야 심사가 가능합니다. 이와 관련한 제도는 장애인 등록신청입니다. 참고해주세요."
만약 제가 새로운 표준사업장을 설립하기 위해 지원을 받을 수 있는 최대 금액은 어떻게 되나요?,"총 투자액의 최대 75%까지 지원이 가능하며, 지원 한도는 10억 원 이내입니다. 즉, 장애인 신규고용 인원 1인당 최대 3,000만 원을 기준으로 합니다. 이와 관련한 제도는 장애인 표준사업장 설립 지원입니다. 참고해주세요."
표준사업장 설립을 위한 절차에 대해 간단히 설명해주실 수 있나요?,"먼저, 사업주가 한국장애인고용공단 관할 지역본부(지사)에 신청하고, 관할 지역본부는 조사 및 외부전문기관의 평가를 거쳐 심사위원회에서 지원 대상자를 선정합니다. 이와 관련한 제도는 장애인 표준사업장 설립 지원입니다. 참고해주세요."
표준사업장 설립에 도움을 받으려면 어느 기관에 문의해야 하나요?,"한국장애인고용공단에 문의하시면 됩니다. 고객센터 번호는 1588-1519이며, 자세한 내용은 웹사이트(www.kead.or.kr)에서 확인하실 수 있습니다. 이와 관련한 제도는 장애인 표준사업장 설립 지원입니다. 참고해주세요."
표준사업장 설립을 위해 필요한 장애인 근로자 수는 얼마나 되나요?,장애인 근로자 수는 최소 10인 이상이 필요합니다. 이와 관련한 제도는 장애인 표준사업장 설립 지원입니다. 참고해주세요.
표준사업장 설립 시 지원받을 수 있는 비용에는 어떤 것들이 포함되나요?,"작업시설, 부대시설, 편의시설, 장애인 출퇴근용 승합차 구입 등이 지원 대상에 포함되며, 임차보증금과 토지구입비는 지원에서 제외됩니다. 이와 관련한 제도는 장애인 표준사업장 설립 지원입니다. 참고해주세요."
설립하려는 표준사업장에 갖춰야 할 장애인 고용 비율은 어떻게 되나요?,"상시 근로자 수에 따라 장애인 및 중증장애인의 고용 비율이 달라집니다. 예를 들어, 100명 미만일 경우 상시 근로자의 30% 이상을 장애인으로, 그중 15% 이상은 중증장애인으로 고용해야 합니다. 이와 관련한 제도는 장애인 표준사업장 설립 지원입니다. 참고해주세요."
표준사업장의 장애인 근로자에게 지급되어야 하는 임금의 기준은 어떻게 되나요?,장애인 근로자에게는 「최저임금법」에 따라 정해진 최저임금액 이상의 임금을 지급해야 합니다. 이와 관련한 제도는 장애인 표준사업장 설립 지원입니다. 참고해주세요.
표준사업장 설립 시 준비해야 하는 편의시설에는 어떤 것들이 있나요?,「장애인·노인·임산부 등의 편의증진법」에 따른 편의시설을 갖추어야 합니다. 이와 관련한 제도는 장애인 표준사업장 설립 지원입니다. 참고해주세요.
표준사업장 지원 신청은 어떻게 할 수 있나요?,공단의 누리집에 별도로 공고된 신청시기에 따라 한국장애인고용공단 관할 지역본부(지사)로 신청하시면 됩니다. 이와 관련한 제도는 장애인 표준사업장 설립 지원입니다. 참고해주세요.
사업장에서 장애인 표준사업장으로 인증받기 위해 필요한 상시 근로자 수는 얼마인가요?,장애인 표준사업장으로 인증받기 위해 필요한 상시 근로자 수는 최소 10명 이상입니다. 이와 관련한 제도는 장애인 표준사업장 설립 지원입니다. 참고해주세요.
사업주가 의무고용률을 초과해서 장애인을 고용했을 때 받을 수 있는 장려금은 얼마인가요?,"의무고용률 초과 인원에 대해 장애정도와 성별에 따라 2023년 발생분부터는 경증 장애인 남성에게 월 35만 원, 여성에게는 월 50만 원, 중증 장애인 남성에게는 월 70만 원, 여성에게는 월 90만 원을 지원합니다. 이와 관련한 제도는 장애인 고용장려금 지원입니다. 참고해주세요."
장애인 고용장려금을 받으려면 어떤 조건을 만족해야 하나요?,"장애인 고용장려금을 받기 위해서는 의무고용률을 초과하여 장애인을 고용해야 하며, 고용된 장애인은 고용보험에 가입하고, 최저임금 이상을 받거나 최저임금적용제외 인가를 받아야 합니다. 이와 관련한 제도는 장애인 고용장려금 지원입니다. 참고해주세요."
장애인 고용장려금을 신청하려고 합니다. 어디로 연락해야 하나요?,"장애인 고용장려금 신청에 대해서는 한국장애인고용공단으로 문의하실 수 있으며, 전화번호는 1588-1519이고, 공단의 웹사이트 주소는 www.kead.or.kr입니다. 이와 관련한 제도는 장애인 고용장려금 지원입니다. 참고해주세요."
중증 장애인 여성을 고용하면 얼마의 장려금을 지원받을 수 있나요?,"중증 장애인 여성을 고용할 경우, 2023년 발생분부터 월 90만 원의 장려금을 지원받을 수 있습니다. 이와 관련한 제도는 장애인 고용장려금 지원입니다. 참고해주세요."
50명 이상의 민간기업 사업주도 장애인 의무고용제도에 해당되나요?,"네, 50명 이상 고용하는 민간기업 사업주는 장애인 의무고용제도에 해당되며, 2023년 기준으로 장애인 의무고용률은 3.1%입니다. 이와 관련한 제도는 장애인 고용장려금 지원입니다. 참고해주세요."
장려금 지급 단가와 장애인 근로자 월임금액 중 어느 것이 장려금으로 책정되나요?,장려금 지급 단가와 월임금액의 60% 중 낮은 금액이 장려금으로 책정됩니다. 이와 관련한 제도는 장애인 고용장려금 지원입니다. 참고해주세요.
올해 의무고용률은 공공기관과 민간기업에서 각각 얼마인가요?,"2023년의 경우, 공공기관 및 준정부기관은 의무고용률이 3.6%이고, 민간사업주는 3.1%의 의무고용률을 적용받습니다. 이와 관련한 제도는 장애인 고용장려금 지원입니다. 참고해주세요."
의무고용률에 미달할 경우 사업주가 부담해야 할 금액은 어떻게 책정되나요?,"의무고용률에 미달하는 경우, 사업주는 부담금을 부과받게 됩니다. 부담금의 구체적인 계산방식과 금액은 한국장애인고용공단에 문의하여 확인하실 수 있습니다. 이와 관련한 제도는 장애인 고용장려금 지원입니다. 참고해주세요."
장애인 고용장려금의 지급 절차는 어떻게 되나요?,장애인 고용장려금의 지급 절차는 신청서 제출(기업) → 신청서 및 구비서류 검토(공단) → 지급금액 확정(공단) → 장려금 지급(공단)의 순으로 진행됩니다. 이와 관련한 제도는 장애인 고용장려금 지원입니다. 참고해주세요.
고용보험에 가입하지 않은 장애인 근로자도 장려금을 받을 수 있나요?,아닙니다. 2018년 발생분부터 고용보험에 가입하지 않은 장애인 근로자는 고용장려금 지급 기준 대상에서 제외됩니다. 이와 관련한 제도는 장애인 고용장려금 지원입니다. 참고해주세요.
저는 중증장애인이고 회사에서 별도의 도움이 필요해요. 어떤 서비스를 이용할 수 있나요?,중증장애인 근로자를 위해 장애로 인해 어려움을 겪는 부수적인 업무 지원을 위한 '장애인 근로지원인' 서비스를 이용하실 수 있습니다. 이와 관련한 제도는 <<장애인 근로지원인>>입니다. 참고해주세요.
장애인 근로지원인 서비스를 받기 위한 비용은 얼마인가요?,"서비스 이용 시 본인 자부담은 시간당 300원이며, 나머지 비용은 지원된다고 합니다. 이와 관련한 제도는 <<장애인 근로지원인>>입니다. 참고해주세요."
근로지원인 서비스는 어떻게 신청할 수 있나요?,"한국장애인고용공단을 통해 근로지원인(근로자) 서비스를 신청할 수 있으며, 현장조사 및 평가를 거쳐 서비스 여부가 결정됩니다. 이와 관련한 제도는 <<장애인 근로지원인>>입니다. 참고해주세요."
수어통역이 필요한데 근로지원인 서비스 지원단가가 다른가요?,"네, 수어통역을 포함하여 점역교정과 속기 서비스를 필요로 하는 경우 시간당 지원단가는 11,544원입니다. 이와 관련한 제도는 <<장애인 근로지원인>>입니다. 참고해주세요."
장애인 공무원도 장애인 근로지원인 서비스를 받을 수 있나요?,"네, 중증장애인 공무원도 이 서비스의 대상에 포함됩니다. 이와 관련한 제도는 <<장애인 근로지원인>>입니다. 참고해주세요."
장애인 근로지원인 비용 중 회사에서 부담해야 하는 금액이 있나요?,"서비스 이용에 대한 본인 부담금은 시간당 300원이며, 회사가 부담하는 비용은 별도로 명시되어 있지 않습니다. 이와 관련한 제도는 <<장애인 근로지원인>>입니다. 참고해주세요."
서류대독 같은 업무도 장애인 근로지원인이 지원해줄 수 있나요?,"네, 장애인 근로지원인은 서류대독을 포함하여 다양한 부수적인 업무 지원이 가능합니다. 이와 관련한 제도는 <<장애인 근로지원인>>입니다. 참고해주세요."
"고객응대가 힘든데, 근로지원인 서비스가 그런 부분도 도와줄 수 있나요?","네, 고객응대를 비롯하여 의사소통에 어려움이 있는 중증장애인 근로자를 위한 지원이 가능합니다. 이와 관련한 제도는 <<장애인 근로지원인>>입니다. 참고해주세요."
근로지원인 신청 후 어떤 절차를 거치게 되나요?,"신청 후에는 현장조사 및 평가가 진행되며, 그 후에 공단 지역본부 및 지사에서 서비스 여부 및 지원내용이 결정되는 절차를 거치게 됩니다. 이와 관련한 제도는 <<장애인 근로지원인>>입니다. 참고해주세요."
장애인 근로지원인 서비스와 관련하여 문의할 곳이 어디인가요?,"한국장애인고용공단에 문의하실 수 있으며, 연락처는 1588-1519입니다. 자세한 정보는 공단의 공식 웹사이트에서 확인할 수 있습니다. 이와 관련한 제도는 <<장애인 근로지원인>>입니다. 참고해주세요."
장애인 예비창업자를 위한 교육은 어떤 것들이 제공되나요?,"장애인 예비창업자에게는 창업 기초교육, 역량강화교육, 재기교육, 협동조합교육에 해당하는 온라인 교육과 특정 창업 유망 업종에 대한 업종특화교육을 오프라인으로 제공합니다. 이와 관련한 제도는 장애인 창업육성입니다. 참고해주세요."
장애인 업종전환 희망자가 받을 수 있는 창업점포 지원에는 어떤 혜택이 포함되어 있나요?,"장애인 업종전환 희망자는 교육을 이수한 경우 점포 보증금 지원을 받을 수 있으며, 인테리어 및 시설비 지원을 포함하는 창업사업화지원과 보육실 입주지원 혜택을 받을 수 있습니다. 이와 관련한 제도는 장애인 창업육성입니다. 참고해주세요."
온라인 창업 교육을 수강하고 싶습니다. 어떻게 신청할 수 있나요?,"온라인 창업 교육을 신청하려면 창업넷(https://start.debc.or.kr/) 사이트에 접속하여 회원가입을 한 후, 원하는 온라인 교육과목을 선택하여 신청하면 됩니다. 이와 관련한 제도는 장애인 창업육성입니다. 참고해주세요."
"오프라인 업종특화교육은 무엇을 위한 것이고, 어떤 내용을 다루나요?","오프라인 업종특화교육은 특정 창업 유망업종에 대한 심화지식을 함양하기 위한 교육으로, 업종에 특화된 지식과 정보를 제공합니다. 이와 관련한 제도는 장애인 창업육성입니다. 참고해주세요."
창업 초기 사업화 자금 지원은 어느 정도인가요?,"창업 초기 사업화 자금 지원은 최소 1,000만 원부터 최대 2,000만 원까지 지원됩니다. 이와 관련한 제도는 장애인 창업육성입니다. 참고해주세요."
장애인기업육성사업 신청 시 교육 수료자에게는 어떠한 혜택이 있나요?,"교육 수료자는 장애인기업육성사업 신청 시 가점을 받을 수 있는 혜택이 있습니다. 이는 창업 점포 지원, 창업사업화지원 및 보육실 입주지원에도 해당됩니다. 이와 관련한 제도는 장애인 창업육성입니다. 참고해주세요."
장애인 창업교육 수강을 완료하면 어떤 인증을 받을 수 있나요?,장애인 창업교육을 완료하면 수료증이 발급됩니다. 이 수료증은 창업지원사업 신청 시 이용할 수 있습니다. 이와 관련한 제도는 장애인 창업육성입니다. 참고해주세요.
창업넷 사이트에서 회원가입 후 어떠한 과정을 거쳐야 창업지원을 신청할 수 있나요?,창업넷 사이트에서 회원가입을 한 후 온라인 교육을 신청하고 수강한 뒤에 수료증을 발급받으면 창업지원 사업을 신청할 수 있습니다. 이와 관련한 제도는 장애인 창업육성입니다. 참고해주세요.
온라인으로 제공되는 창업기초교육의 목적은 무엇인가요?,온라인 창업기초교육은 창업을 희망하는 예비창업자들에게 창업 시 필요한 기본 자세와 필수 정보를 교육하기 위한 목적을 가지고 있습니다. 이와 관련한 제도는 장애인 창업육성입니다. 참고해주세요.
"재기교육은 누가 받을 수 있으며, 어떤 지원을 받을 수 있나요?","재기교육은 센터 지원을 통해 창업 후 실패한 대상자들을 위한 교육으로, 이들이 사업을 재기할 수 있도록 지원을 제공합니다. 이와 관련한 제도는 장애인 창업육성입니다. 참고해주세요."
장애인 복지관이란 어떤 곳인가요?,"장애인복지관은 등록 장애인 및 그 가족들에게 상담, 의료재활, 직업재활, 사회생활 적응지도, 사회교육 등의 종합적인 서비스를 제공하는 시설입니다. 이와 관련한 제도는 <<장애인 복지관>>입니다. 참고해주세요."
장애인 복지관의 서비스를 받으려면 어떻게 해야 하나요?,장애인 복지관의 서비스를 받기 위해서는 해당 지역 복지관을 직접 방문하거나 전화로 이용 신청을 하면 됩니다. 이와 관련한 제도는 <<장애인 복지관>>입니다. 참고해주세요.
제 거주지역 내 복지관은 어디에 있나요?,거주지역 내 장애인 복지관의 위치는 보건복지상담센터(☎129)로 문의하여 안내받을 수 있습니다. 이와 관련한 제도는 <<장애인 복지관>>입니다. 참고해주세요.
장애인 복지관 이용 대상에 대해 알려주세요.,장애인 복지관의 주요 이용 대상은 등록된 장애인과 그 가족들입니다. 이들에게 우선적으로 서비스가 제공됩니다. 이와 관련한 제도는 <<장애인 복지관>>입니다. 참고해주세요.
복지관에서 제공하는 장애인의 직업재활은 무엇인가요?,"직업재활 서비스는 장애인이 적합한 직업을 찾고, 일터에서 필요한 기술을 배우며, 일상 생활에 필요한 사회적 기술을 개발할 수 있도록 돕는 프로그램입니다. 이와 관련한 제도는 <<장애인 복지관>>입니다. 참고해주세요."
사회생활 적응지도는 어떤 도움을 주나요?,"사회생활 적응지도는 장애인이 사회 안에서 독립적으로 생활할 수 있도록 기술을 가르치고, 다양한 사회적 상황에서 적절하게 대처하는 방법을 지원합니다. 이와 관련한 제도는 <<장애인 복지관>>입니다. 참고해주세요."
등록장애인이 아닌데도 복지관 서비스를 이용할 수 있나요?,"장애인 복지관은 주로 등록장애인 및 그 가족을 대상으로 서비스를 제공하지만, 자세한 사항은 해당 복지관에 문의해 주시기 바랍니다. 이와 관련한 제도는 <<장애인 복지관>>입니다. 참고해주세요."
장애인 복지관에서의 사회교육 프로그램에는 어떤 것들이 있나요?,"사회교육 프로그램에는 자기개발, 취미활동, 문화활동 등 장애인의 사회 참여와 삶의 질 향상을 위한 다양한 교육이 포함됩니다. 이와 관련한 제도는 <<장애인 복지관>>입니다. 참고해주세요."
장애인 복지관 이용에 비용이 드나요?,"장애인 복지관의 이용 비용은 서비스나 프로그램에 따라 다를 수 있으나, 기본적인 상담 및 일부 프로그램은 무료로 제공되기도 합니다. 상담센터(☎129)에 문의하여 자세한 정보를 확인할 수 있습니다. 이와 관련한 제도는 <<장애인 복지관>>입니다. 참고해주세요."
장애인복지관 이용 신청 시 준비해야 할 서류가 있나요?,"이용 신청 시 필요한 서류는 복지관마다 다를 수 있으니, 이용을 원하는 복지관에 직접 문의하여 상담 받는 것이 가장 정확합니다. 이와 관련한 제도는 <<장애인 복지관>>입니다. 참고해주세요."
"장애가 심한 내 친형이 새 차를 사려는데, 개별소비세 면제 혜택을 받을 수 있나요?","네, 장애의 정도가 심한 장애인 본인 명의로 또는 그의 직계존비속과 공동명의로 구입하는 경우 승용자동차 개별소비세 면제를 받을 수 있습니다. 이와 관련한 제도는 장애인 전용 승용자동차에 대한 개별소비세 면제입니다. 참고해주세요."
"개별소비세 면제를 받으려고 하는데, 한 명의 장애인에게 몇 대의 차량까지 적용되나요?",개별소비세 면제 혜택은 한 명의 장애인당 1대의 차량에 한정하여 적용됩니다. 이와 관련한 제도는 장애인 전용 승용자동차에 대한 개별소비세 면제입니다. 참고해주세요.
승용자동차 구입 시 최대 얼마까지 개별소비세 면제를 받을 수 있나요?,승용자동차 구입 시 최대 500만 원까지 개별소비세가 면제됩니다. 이와 관련한 제도는 장애인 전용 승용자동차에 대한 개별소비세 면제입니다. 참고해주세요.
차량을 구입하려고 합니다. 개별소비세 면제 혜택 신청은 어디에서 하나요?,신차 구매 시 개별소비세 면제 혜택 신청은 판매 대리점 또는 영업소 등에서 하실 수 있습니다. 이와 관련한 제도는 장애인 전용 승용자동차에 대한 개별소비세 면제입니다. 참고해주세요.
개별소비세 면제에 대한 문의는 어디로 해야 하나요?,국세상담센터 (☎126)로 문의하시면 자세한 안내를 받으실 수 있습니다. 이와 관련한 제도는 장애인 전용 승용자동차에 대한 개별소비세 면제입니다. 참고해주세요.
개별소비세 면제를 받기 위해 장애인 본인이 반드시 차량 명의가 되어야 하나요?,"아니요, 장애인 본인 또는 주민등록표 등에 의해 함께 세대를 이루는 직계존비속, 형제자매 또는 그의 배우자와 공동명의로 구입해도 개별소비세 면제 혜택을 적용받을 수 있습니다. 이와 관련한 제도는 장애인 전용 승용자동차에 대한 개별소비세 면제입니다. 참고해주세요."
"개별소비세 면제 혜택은 신차 구매에만 적용되나요, 아니면 중고차에도 적용됩니까?",개별소비세 면제 혜택은 신차 구매 시에만 적용됩니다. 이와 관련한 제도는 장애인 전용 승용자동차에 대한 개별소비세 면제입니다. 참고해주세요.
형제자매 명의로 구매하는 승용자동차에도 개별소비세 면제 혜택을 받을 수 있나요?,"네, 형제자매 명의로 구매할 경우에도, 장애인과 함께 세대를 이루고 있다는 것이 확인되면 개별소비세 면제 혜택을 받을 수 있습니다. 이와 관련한 제도는 장애인 전용 승용자동차에 대한 개별소비세 면제입니다. 참고해주세요."
"저는 장애인의 직계비속인데, 승용차를 제 명의로 구매하고 싶습니다. 개별소비세 면제 혜택을 받으려면 어떻게 해야 하나요?","직계비속이신 경우, 장애인과 세대를 함께하는 것이 확인되면 당신의 명의로 승용차를 구매하며 개별소비세 면제 혜택을 신청할 수 있습니다. 이와 관련한 제도는 장애인 전용 승용자동차에 대한 개별소비세 면제입니다. 참고해주세요."
개별소비세 면제 혜택은 어떤 서류를 준비해야 신청할 수 있나요?,"구체적인 서류 준비는 판매 대리점 또는 영업소의 안내를 받으시는 것이 좋으나, 일반적으로는 장애인임을 증명하는 서류와 신차 구매 관련 서류가 필요합니다. 이와 관련한 제도는 장애인 전용 승용자동차에 대한 개별소비세 면제입니다. 참고해주세요."
"직업훈련을 받고 싶은 장애인인데, 상담을 언제 받아야 하나요?","만 18~69세 장애인 중 취업을 희망하는 분이라면, 한국장애인고용공단 지역본부(지사)나 직업능력개발원에서 초기상담 및 직업평가를 해야 취업성공패키지 1단계에 참여하실 수 있습니다. 이와 관련한 제도는 장애인 취업성공패키지입니다. 참고해주세요."
취업성공패키지 1단계를 완료하면 받을 수 있는 수당이 있나요?,"네, 취업성공패키지 1단계를 완료하면 지원요건을 모두 충족하는 경우 참여수당으로 15만 원을 받으실 수 있습니다. 이와 관련한 제도는 장애인 취업성공패키지입니다. 참고해주세요."
장애인 취업성공패키지의 2단계 과정에는 어떤 프로그램이 포함되어 있나요?,"2단계에는 취업코칭프로그램 이수는 물론 장애인 직업훈련, 취업지원프로그램, 내일배움카드제 훈련 연계 등의 다양한 구직역량 강화 프로그램들이 포함되어 있습니다. 이와 관련한 제도는 장애인 취업성공패키지입니다. 참고해주세요."
취업성공패키지의 Ⅱ유형 참여 시 추가적으로 받을 수 있는 수당이 있나요?,"네, Ⅱ유형 참여자는 구직활동 계획을 수립하고 이행 시 구직촉진수당으로 월 50만 원을 최대 300만 원까지 지급받을 수 있습니다. 이와 관련한 제도는 장애인 취업성공패키지입니다. 참고해주세요."
"장애인 취업성공패키지에 참여하여 취업에 성공했다면, 어떠한 지원을 추가로 받을 수 있나요?","취업에 성공한 후 3개월, 6개월, 12개월 각 근속 유지 시에 각각 30만 원, 40만 원, 80만 원의 취업성공수당을 추가로 지급받을 수 있습니다. 이와 관련한 제도는 장애인 취업성공패키지입니다. 참고해주세요."
만약 장애인 취업성공패키지의 지원을 받고 싶은데 어디로 문의해야 하나요?,한국장애인고용공단으로 전화(☎1588-1519)하시거나 홈페이지(www.kead.or.kr)를 통해 문의하실 수 있습니다. 이와 관련한 제도는 장애인 취업성공패키지입니다. 참고해주세요.
69세를 초과한 장애인도 취업성공패키지에 참여할 수 있나요?,69세를 초과하셨더라도 상담과 평가를 통해 취업성공패키지 참여 여부를 판단할 수 있습니다. 세부 사항은 한국장애인고용공단에 문의하셔서 알아보실 수 있습니다. 이와 관련한 제도는 장애인 취업성공패키지입니다. 참고해주세요.
장애인 취업성공패키지 참여 시 필요한 기준 훈련일수에 따른 지원금은 얼마나 되나요?,"해당 프로그램에 참여하시면 기준 훈련일수 1일당 18,000 원을 받으실 수 있으며, 월 최대로는 284,000 원까지 지급됩니다. 최대 24개월 동안 지원을 받을 수 있습니다. 이와 관련한 제도는 장애인 취업성공패키지입니다. 참고해주세요."
취업성공패키지의 지원을 받기 위해 필요한 초기 상담 및 직업평가는 어떻게 진행되나요?,초기 상담 시에는 개인의 상황과 직업 목표 등을 파악하여 개인별 취업활동계획(IAP)을 수립합니다. 이를 통해 적합한 직업훈련과 취업지원 서비스에 연계될 수 있습니다. 이와 관련한 제도는 장애인 취업성공패키지입니다. 참고해주세요.
취업성공패키지를 통해 취업브릿지 프로그램을 이수하려면 무엇을 해야 하나요?,"취업브릿지 프로그램은 취업성공패키지 2단계에서 제공되며, 이를 이수하기 위해서는 사전에 1단계를 수료하고 있어야 합니다. 프로그램 이수 시 참여수당으로 5만 원부터 10만 원이 지급됩니다. 이와 관련한 제도는 장애인 취업성공패키지입니다. 참고해주세요."
"""장애인을 위한 특별지원에 대해 알고 싶어요. 어디에서 어떻게 신청할 수 있나요?""","""장애인 서비스 지원은 국민연금공단의 종합조사 후 읍면동 주민센터(행정복지센터)에서 보장 결정이 이루어집니다. 신청은 거주지 읍면동 주민센터에서 할 수 있습니다. 이와 관련한 제도는 장애인 서비스지원 종합조사 신청입니다. 참고해주세요."""
"""장애인 등록을 했는데 어떤 서비스를 받을 수 있게 되나요?""","""등록 장애인은 일상생활지원, 거주시설 이용, 보조기기 지급, 주간활동, 응급안전을 포함한 다양한 서비스를 받을 수 있습니다. 또한 이동지원 서비스도 제공받을 수 있습니다. 이와 관련한 제도는 장애인 서비스지원 종합조사 신청입니다. 참고해주세요."""
"""의사의 판단에 따라 등록된 장애의 정도는 어떻게 활용되나요?""","""등록된 장애의 정도는 서비스 지원 종합조사를 통해 필요한 서비스를 받는 데 기준이 됩니다. 조사를 통해 개인별로 필요한 지원 분야가 결정됩니다. 이와 관련한 제도는 장애인 서비스지원 종합조사 신청입니다. 참고해주세요."""
"""저는 휠체어를 사용하는 장애인인데, 지원을 받을 수 있는 보조기기는 무엇이 있나요?""","""장애인 서비스지원 종합조사를 통해 휠체어를 비롯한 다양한 보조기기에 대한 지원 가능성을 알아볼 수 있습니다. 귀하의 필요에 맞는 지원을 받기 위해 주민센터에 신청하세요. 이와 관련한 제도는 장애인 서비스지원 종합조사 신청입니다. 참고해주세요."""
"""주간활동 프로그램은 어떻게 신청할 수 있나요?""","""주간활동 서비스 프로그램 신청은 종합조사를 받은 후 읍면동 주민센터에서 가능합니다. 먼저 주민센터에 방문하여 필요 서류를 준비하고 절차를 진행해야 합니다. 이와 관련한 제도는 장애인 서비스지원 종합조사 신청입니다. 참고해주세요."""
"""장애인 응급안전 서비스를 위해 필요한 절차는 무엇인가요?""","""응급안전 서비스를 받기 위해서는 읍면동 주민센터에서 종합조사 신청을 하고, 국민연금공단의 방문 조사를 받은 후 보장 결정을 받아야 합니다. 자세한 절차에 대해서는 가까운 주민센터에 문의하시기 바랍니다. 이와 관련한 제도는 장애인 서비스지원 종합조사 신청입니다. 참고해주세요."""
"""장애인 서비스지원 종합조사는 무료인가요? 추가 비용이 있나요?""","""장애인 서비스지원 종합조사 자체는 무료로 진행됩니다. 다만, 제공되는 서비스에 따라서 본인 부담금이 발생할 수 있습니다. 자세한 정보는 읍면동 주민센터에 문의해 주세요. 이와 관련한 제도는 장애인 서비스지원 종합조사 신청입니다. 참고해주세요."""
"""장애인 주간활동 서비스를 받으려면 어떤 조사를 받아야 하나요?""","""주간활동 서비스를 받기 위해서는 처음에 읍면동 주민센터에 신청하여 국민연금공단의 서비스지원 종합조사를 받아야 합니다. 이 조사를 통해 서비스 수혜 여부가 결정됩니다. 이와 관련한 제도는 장애인 서비스지원 종합조사 신청입니다. 참고해주세요."""
"""거주지 밖에서 장애인 서비스지원 종합조사를 신청할 수 있나요?""","""조사 신청은 반드시 본인의 거주지 읍면동 주민센터(행정복지센터)를 통해 이루어져야 합니다. 타 지역에서는 신청이 불가하므로 주의해 주세요. 이와 관련한 제도는 장애인 서비스지원 종합조사 신청입니다. 참고해주세요."""
"""이동지원 서비스도 같은 방법으로 신청할 수 있나요?""","""네, 이동지원 서비스도 읍면동 주민센터에서 서비스지원 종합조사를 신청하고 국민연금공단의 조사를 거쳐 서비스를 받을 수 있습니다. 상세 절차에 대해 읍면동 주민센터에서 안내받을 수 있습니다. 이와 관련한 제도는 장애인 서비스지원 종합조사 신청입니다. 참고해주세요."""
장애인분들이 외출 시 필요한 보조를 받을 수 있는 제도가 있나요?,"네, 등록장애인을 대상으로 외출 시 보조를 제공하는 제도가 있습니다. 장애인생활이동지원센터를 통해 차량운행 지원을 포함하여 민원업무 보조, 직장 출퇴근, 시장보기 그리고 병원 이용 등 각종 보조 서비스를 받을 수 있어요. 이와 관련한 제도는 장애인 생활이동지원센터입니다. 참고해주세요."
교통장애인이 출퇴근할 때 필요한 차량 지원을 어떻게 신청하나요?,교통장애인이 출퇴근을 위한 차량 지원을 받기 위해서는 가까운 장애인 생활이동지원센터에 신청하면 됩니다. 신청 방법은 해당 지역 센터에 문의할 수 있어요. 이와 관련한 제도는 장애인 생활이동지원센터입니다. 참고해주세요.
병원에 가야 하는데 장애가 있어 도움이 필요해요. 어디로 연락을 취해야 하나요?,장애가 있는 상황에서 병원 이용 시 필요한 도움을 받기 위해서는 장애인 생활이동지원센터에 문의하면 도움을 받을 수 있습니다. 지역별 센터에 신청하시면 됩니다. 이와 관련한 제도는 장애인 생활이동지원센터입니다. 참고해주세요.
시장을 보고 싶은데 장애로 인해 혼자 이동이 힘들어요. 어떤 서비스를 이용할 수 있나요?,장애인 분들을 위해 시장보기와 같은 일상 활동을 지원하는 서비스가 제공되고 있습니다. 이는 장애인 생활이동지원센터에 신청하면 이용할 수 있어요. 이와 관련한 제도는 장애인 생활이동지원센터입니다. 참고해주세요.
"등록장애인이면서 자가용을 운전할 수 없는데, 정부 지원을 받을 수 있는 방법이 있을까요?","맞습니다, 등록장애인 중 자가용 운전이 불가능하신 분들을 위해 장애인 생활이동지원센터에서 차량운행 지원 서비스를 제공합니다. 지역 센터에 신청하시면 되요. 이와 관련한 제도는 장애인 생활이동지원센터입니다. 참고해주세요."
민원 업무를 보러 가야 하는데 이동이 힘든 장애인에게 특별한 지원이 있나요?,"네, 이동이 힘든 장애인을 위해 민원 업무 보조를 포함한 다양한 이동 서비스를 제공하고 있습니다. 지역별 장애인 생활이동지원센터에 문의 및 신청해 주세요. 이와 관련한 제도는 장애인 생활이동지원센터입니다. 참고해주세요."
교통 약자인 제가 지방으로 가족 방문을 할 때 도움을 받을 수 있을까요?,교통 약자인 경우 가족 방문 시 필요한 이동 지원을 받을 수 있는 서비스가 있습니다. 장애인 생활이동지원센터 신청을 통해 지원을 받을 수 있어요. 이와 관련한 제도는 장애인 생활이동지원센터입니다. 참고해주세요.
