,Question,Answer,Documents
435,서민금융진흥원 소액보험의 보험 기간은 얼마나 되나요?,보험 기간은 서민금융진흥원 소액보험의 약관이나 가입 증서를 확인하여 정확한 정보를 알 수 있습니다.,서민금융진흥원 소액보험 (한부모가정의료보험)
436,서민금융진흥원에서 제공하는 한부모가정의료보험에 신청하고 싶어요. 어디로 연락해야 하죠?,한부모가정의료보험에 신청하시려면 서민금융진흥원이 지정한 사업수행기관인 한부모가정의료보험 접수센터로 전화하시면 됩니다. 해당 전화번호는 02-3471-5116입니다.,서민금융진흥원 소액보험 (한부모가정의료보험)
437,서민금융진흥원의 한부모가정의료보험 접수센터와 통화하려면 어떻게 해야 하나요?,한부모가정의료보험 접수센터에 연락을 취하시려면 전화번호 02-3471-5116으로 전화하시면 됩니다.,서민금융진흥원 소액보험 (한부모가정의료보험)
438,"보험금을 청구하고자 하는 한부모가정인데, 어떻게 신청해야 하나요?","보험금을 신청하시려면 서민금융진흥원 사업수행기관인 한부모가정의료보험 접수센터로 연락 주시면 되며, 그 번호는 02-3471-5116입니다.",서민금융진흥원 소액보험 (한부모가정의료보험)
439,부모가 하나뿐인 가정을 위한 의료보험에 대해 지원 받으려면 어떻게 해야 하죠?,한부모가정을 위한 의료보험 지원을 받으시려면 서민금융진흥원이 운영하는 접수창구에 전화해야 합니다. 그곳의 전화번호는 02-3471-5116입니다.,서민금융진흥원 소액보험 (한부모가정의료보험)
440,"제가 한부모가정의료보험을 신청하고 싶은데, 접수센터는 어떻게 연락할 수 있나요?","한부모가정의료보험을 신청하기 위해서는 서민금융진흥원의 한부모가정의료보험 접수센터에 전화하셔야 하는데요, 연락처는 02-3471-5116입니다.",서민금융진흥원 소액보험 (한부모가정의료보험)
441,한부모가정 의료비 보조를 위한 서민금융진흥원 보험은 어디로 신청해야 하나요?,한부모가정의 의료비 보조를 위한 보험 신청은 서민금융진흥원의 한부모가정의료보험 접수센터로 하실 수 있습니다. 연락하실 번호는 02-3471-5116이에요.,서민금융진흥원 소액보험 (한부모가정의료보험)
442,한부모가정의 의료지원을 받고 싶은데 어디로 연락해야 하나요?,한부모가정의료보험에 대한 지원을 받기 위해서는 서민금융진흥원의 한부모가정의료보험 접수센터(전화번호 02-3471-5116) 또는 서민금융콜센터(전화번호 1397)로 연락하시면 안내를 받으실 수 있습니다. 또한 서민금융진흥원의 공식 웹사이트(http://www.kinfa.or.kr)에서도 관련 정보를 확인하실 수 있습니다.,서민금융진흥원 소액보험 (한부모가정의료보험)
443,아이를 혼자 키우는데 의료비 지원 프로그램이 있나요?,한부모가정을 위한 의료비 지원 프로그램으로 서민금융진흥원의 한부모가정의료보험이 있습니다. 해당 보험 관련 문의는 서민금융콜센터(전화번호 1397)나 한부모가정의료보험 접수센터(전화번호 02-3471-5116)를 통해 도움을 받으실 수 있습니다. 공식 웹사이트(http://www.kinfa.or.kr)에서도 정보를 찾아보실 수 있습니다.,서민금융진흥원 소액보험 (한부모가정의료보험)
444,서민금융콜센터에서는 어떤 도움을 받을 수 있나요?,"서민금융콜센터는 서민금융진흥원 소액보험 관련 문의, 특히 한부모가정의료보험에 대한 문의를 도와드리며 재정 관련 다양한 서비스를 지원합니다. 서민금융콜센터의 전화번호는 1397로, 상담을 원하시면 연락하실 수 있습니다.",서민금융진흥원 소액보험 (한부모가정의료보험)
445,한부모가정의료보험에 신청하고 싶습니다. 어디로 연락해야 하죠?,적극적으로 안내드리겠습니다. 한부모가정의료보험 신청은 서민금융진흥원의 한부모가정의료보험 접수센터를 통해 진행할 수 있습니다. 접수센터의 전화번호는 02-3471-5116입니다. 또한 서민금융콜센터(전화번호 1397)를 이용하실 수도 있습니다.,서민금융진흥원 소액보험 (한부모가정의료보험)
446,서민금융진흥원이 운영하는 웹사이트 주소를 알려주세요.,서민금융진흥원의 공식 웹사이트 주소는 http://www.kinfa.or.kr 입니다. 여기에서 한부모가정의료보험을 비롯한 다양한 서민금융 지원 서비스에 대한 정보를 확인하실 수 있습니다.,서민금융진흥원 소액보험 (한부모가정의료보험)
447,한부모가정의 의료비 지원 관련하여 어디서 상담을 받을 수 있나요?,한부모가정의료보험 관련 상담은 서민금융콜센터(전화번호 1397)와 한부모가정의료보험 접수센터(전화번호 02-3471-5116)에서 받으실 수 있습니다. 이 서비스는 서민금융진흥원이 제공하는 지원 중 하나입니다.,서민금융진흥원 소액보험 (한부모가정의료보험)
448,"아이가 축구학원에 다니고 싶어 하는데, 우리는 기초생활수급 가정이에요. 지원받을 수 있는 방법이 있나요?","네, 기초생활수급가정의 만 5세 이상 만 18세 이하 자녀에게는 스포츠강좌이용권이 지원됩니다. 해당 지원을 통해 아이가 축구학원을 다니는 데 도움을 받을 수 있을 겁니다.",스포츠강좌이용권
449,"제가 소득이 낮은 한부모 가정인데, 제 딸이 피아노 학원을 다닐 수 있도록 지원해주는 프로그램이 있나요?","예, 한부모 가정의 경우, 만 5세 이상 만 18세 이하의 자녀가 있다면 스포츠강좌이용권을 통해 피아노 학원비를 지원받을 수 있습니다.",스포츠강좌이용권
450,"저는 차상위계층이며, 우리 집 막내가 요가 수업에 관심이 많아요. 지원받아서 수강할 수 있나요?","차상위계층에 속하는 가정의 만 5세 이상 만 18세 이하 자녀는 스포츠강좌이용권 지원 대상에 해당되므로, 요가 수업 지원을 신청할 수 있습니다.",스포츠강좌이용권
451,"장애를 가진 사촌동생이 수영을 배우고 싶어 하는데요, 도움을 얻을 수 있는 복지 혜택이 있을까요?","만약 사촌동생의 나이가 만 19세 이상 만 64세 이하이고 저소득층에 해당한다면, 장애인스포츠강좌이용권을 통해 수영 강좌비를 지원받을 수 있습니다. 단, 이는 스포츠강좌이용권과는 중복 이용할 수 없습니다.",스포츠강좌이용권
452,"우리 아이가 태권도를 배우고 싶어 하네요. 우리는 차상위계층인데, 어떤 복지 서비스를 신청할 수 있을까요?","차상위계층에 속하는 가정에서는 만 5세 이상 만 18세 이하의 자녀를 대상으로 스포츠강좌이용권을 신청할 수 있어, 태권도 학원 비용에 대한 지원이 가능합니다.",스포츠강좌이용권
453,"저는 장애가 있는데 나이가 마흔하고, 경제적으로 넉넉하지 않아요. 헬스장 강좌를 듣고 싶어도 비용 때문에 망설이는 중이에요. 어떤 도움을 받을 수 있을까요?","장애인을 위한 복지 혜택으로, 만 19세 이상 만 64세 이하 저소득 장애인에게는 장애인스포츠강좌이용권이 제공되므로, 헬스장 강좌 비용 지원을 신청할 수 있습니다. 단, 스포츠강좌이용권과는 중복하여 사용할 수 없습니다.",스포츠강좌이용권
454,아이들을 위한 스포츠 수강료 지원은 얼마나 되나요?,스포츠강좌이용권을 통해 1인당 매월 최대 9만 5천 원까지 지원됩니다.,스포츠강좌이용권
455,스포츠강좌이용권으로 이용할 수 있는 강좌 시설을 어떻게 알 수 있나요?,스포츠강좌이용권 누리집에서 시설 및 강좌 조회를 통해 확인하실 수 있습니다.,스포츠강좌이용권
456,스포츠강좌이용권 지원을 받으려면 어디로 신청하면 되나요?,스포츠강좌이용권에 대한 신청은 스포츠강좌이용권 누리집(http://svoucher.kspo.or.kr)에서 하실 수 있습니다.,스포츠강좌이용권
457,장애인 전용 스포츠강좌이용권은 별도의 사이트가 있나요?,장애인스포츠강좌이용권은 별도의 누리집이 있으며 그 주소는 http://dvoucher.kspo.or.kr 입니다.,스포츠강좌이용권
458,스포츠강좌이용권으로 태권도 수강이 가능한가요?,"스포츠강좌이용권은 태권도를 포함하여 수영, 축구 등 다양한 스포츠 강좌의 수강료를 지원합니다.",스포츠강좌이용권
459,스포츠강좌이용권 지원 한도가 경제상황에 따라 변동되나요?,"아니요, 스포츠강좌이용권은 현재 1인당 매월 9만 5천 원 이내로 고정된 지원 금액을 제공합니다.",스포츠강좌이용권
460,스포츠강좌이용권 신청을 온라인으로 하려면 어디로 가야 하나요?,스포츠강좌이용권 신청은 스포츠강좌이용권 누리집을 통해 온라인으로 신청할 수 있습니다.,스포츠강좌이용권
461,스포츠강좌이용권 이용을 위해 시군구청에 가야 하는 경우 어떤 절차를 밟아야 하나요?,시군구청에서는 서면으로 스포츠강좌이용권 신청이 가능합니다. 신청서를 작성하여 제출하면 됩니다.,스포츠강좌이용권
462,스포츠강좌이용권 사용 전에 반드시 받아야 하는 것은 무엇인가요?,"스포츠강좌이용권 신청 후 대상자로 선정되면, 전용카드를 발급받아야 합니다.",스포츠강좌이용권
463,스포츠강좌이용권 발급 이후 강좌 수강을 위해 어떻게 해야 하나요?,발급받은 스포츠강좌이용권 전용카드로 누리집에서 온라인 결제를 하여 강좌에 수강 신청하면 됩니다.,스포츠강좌이용권
464,온라인 결제 외에 다른 결제 방식으로 스포츠강좌이용권을 이용할 수 있나요?,"아니요, 스포츠강좌이용권은 누리집에서 온라인 결제를 통해서만 강좌 수강 신청을 할 수 있습니다.",스포츠강좌이용권
465,"시군구청을 직접 방문해야 하는 경우, 어떤 점을 유의해야 하나요?",시군구청을 방문하여 스포츠강좌이용권을 신청할 때에는 신청요건을 확인하고 필요한 서류를 준비해야 합니다.,스포츠강좌이용권
466,스포츠강좌이용권에 대해 더 알아보고 싶은데 어디서 정보를 얻을 수 있나요?,"스포츠강좌이용권에 대한 정보는 스포츠강좌이용권 누리집(http://svoucher.kspo.or.kr)에서 확인하실 수 있습니다. 추가적인 문의가 있으시다면 스포츠강좌이용권 상담센터(02-410-1298, 02-410-1299)로 연락 주세요.",스포츠강좌이용권
467,장애인도 스포츠강좌를 이용할 수 있는 프로그램이 있나요? 있다면 정보를 어디에서 얻을 수 있을까요?,"네, 장애인을 위한 스포츠강좌이용권 프로그램이 있습니다. 관련 정보는 장애인스포츠강좌이용권 누리집(http://dvoucher.kspo.or.kr)에서 확인 가능합니다.",스포츠강좌이용권
468,스포츠강좌이용권 신청 방법을 모르겠어요. 어떻게 해야 하나요?,"스포츠강쏘이용권 신청 방법은 스포츠강소이용권 누리집에 안내되어 있습니다. 홈페이지 꼼꼼히 살펴보시고, 더 자세한 사항이나 도움이 필요하시면 상담센터로 연락하시면 도와드립니다.",스포츠강쏘이용권
469,지역별로 스포츠강좌이용권 담당자와 연락할 수 있는 방법이 있나요?,각 지역별 스포츠강좌이용권 담당자의 연락처는 스포츠강좌이용권 누리집 내 ‘시군구 담당자 연락처’ 메뉴를 통해 확인하실 수 있습니다.,스포츠강좌이용권
470,스포츠강좌이용권 상담센터는 주말에도 이용 가능한가요?,"스포츠강좌이용권 상담센터의 운영 시간과 날짜는 홈페이지에 별도로 안내되어 있으니, 해당 정보를 참고해주시기 바랍니다. 고객 편의를 위해 가능한 한 많은 정보가 제공되고 있습니다.",스포츠강좌이용권
471,"스포츠강좌이용권을 신청하려는데, 혹시 이용 조건이 따로 있나요?","스포츠강좌이용권 신청 및 이용 조건은 스포츠강좌이용권 누리집에 자세히 기재되어 있습니다. 조건을 잘 확인하시고, 조건에 맞는 경우 신청하실 수 있습니다.",스포츠강좌이용권
472,"스포츠 활동을 지원받기 위해 스포츠강좌이용권 신청을 하고자 하는데, 어떤 시기에 접수해야 하나요?",매년 11월에 전국 동시 접수기간을 통해 스포츠강좌이용권 신청을 받습니다. 구체적인 일정은 11월 중에 스포츠강좌이용권 누리집에서 공지하니 참고하세요. 접수 기간 이후에는 거주하고 있는 지역의 시군구청에 문의하여 추가 신청여부를 확인해야 합니다. 코로나19의 상황에 따라 접수기간 변동 가능성이 있으니 그 점도 유념해주세요.,스포츠강좌이용권
473,스포츠강좌이용권 신청 후에 당첨 여부를 어떻게 알 수 있나요?,"스포츠강좌이용권 신청 결과는 누리집의 MY페이지에서 '강좌이용권신청현황' 메뉴를 통해 확인하거나, 신청시 등록한 휴대전화로 안내 문자메시지를 받아 신청 결과를 알 수 있습니다.",스포츠강좌이용권
474,"스포츠 수업을 듣지 못하게 된 경우, 스포츠강좌이용권 재신청이 가능할까요?","스포츠강좌이용권 재신청의 가능성은 해당 지역 시군구청의 예산과 정책에 따라 결정되므로, 이에 대한 정확한 정보는 거주 지역의 시군구청에 직접 문의해보셔야 합니다.",스포츠강좌이용권
475,스포츠들을 배울 수 있는 모든 시설에서 스포츠강좌이용권을 사용할 수 있나요?,"스포츠강좌이용권은 스포츠강좌이용권으로 등록된 시설에서만 사용이 가능합니다. 자세한 정보는 스포츠강좌이용권 누리집의 ""시설 및 강좌조회"" 메뉴를 이용해 거주지역 기준으로 이용할 수 있는 시설을 조회할 수 있습니다.",스포츠강좌이용권
476,스포츠강좌이용권이 승인되었다는 안내를 받았습니다. 전용 카드는 어떻게 발급받나요?,스포츠강좌이용권 선정 대상자로 확정되면 발급 대행하는 카드사가 명의자에게 휴대전화로 연락을 취해 본인 확인 후 전용카드가 발급됩니다. 개인 정보를 확인하는 과정을 거치므로 카드사로부터의 연락에 주의해 주세요.,스포츠강좌이용권
477,강좌 수강료 지원금은 어떤 방법으로 받게 되나요?,"스포츠강좌이용권 전용카드를 발급받은 후, 누리집에서 원하는 시설과 강좌를 선택하여 온라인으로 결제를 완료하면 해당 수강료가 직접 시설에 입금됩니다. 단, 꼭 누리집을 통한 온라인 결제여야 하며 직접 시설의 카드 단말기를 이용해 결제하면 수강료 지원을 받지 못합니다.",스포츠강좌이용권
478,"슬레이트로 지붕이나 벽체가 만들어진 집을 소유하고 있는데, 관련된 지원이 있는지 알고 싶어요.","네, 슬레이트 조치 지원 대상 제도가 있습니다. 슬레이트로 된 건축물의 지붕이나 벽체를 소유하고 계시다면, 이 제도를 통해 지원받으실 수 있습니다. 관련 자격 요건과 신청 방법은 거주 지역의 지방자치단체에 문의하셔서 자세한 정보를 받아보실 수 있습니다.",슬레이트 처리 지원
479,"집의 슬레이트 지붕이 노후화되었는데, 이를 교체할 수 있는 지원 프로그램이 있는지 궁금합니다.","네, 있습니다. 슬레이트 처리 지원 대상 제도를 통해 노후한 슬레이트 지붕의 교체 비용을 지원 받으실 수 있는데요, 정부 또는 지역 단위에서 시행하는 프로그램을 확인하시고 지원을 신청할 수 있습니다.",슬레이트 처리 지원
480,"저희 집 벽이 슬레이트인데, 환경적으로 문제가 있어서 갈아내고 싶어요. 이런 경우 어떤 도움을 받을 수 있나요?","슬레이트 처리 지원 대상 제도가 도움이 될 수 있습니다. 환경적으로 유해할 수 있는 슬레이트 벽체를 제거하거나 교체하기 위한 지원을 받을 수 있는데, 해당 지원을 받기 위한 자격 요건과 절차를 지방자치단체에서 확인하실 수 있습니다.",슬레이트 처리 지원
481,슬레이트 철거 비용 지원을 받으려면 어떤 조건이 필요한가요?,슬레이트 철거 및 처리 비용 지원을 받기 위해서는 주택 또는 비주택의 소유자로서 지부장심을 통과해야 합니다. 취약 계층일 경우 추가적인 조건 없이 지붕철거 후 개량 비용까지 지원을 받을 수 있습니다.,슬레이트 처리 지원
482,취약 계층에 대한 슬레이트 처리 지원은 어떤 혜택을 포함하나요?,"취약 계층을 대상으로 하는 슬레이트 처리 지원에는 지붕의 슬레이트 철거뿐만 아니라, 필요한 경우 지붕 개량까지의 비용이 포함되어 전체적인 지붕 개선 작업을 지원받을 수 있습니다.",슬레이트 처리 지원
483,비주택 슬레이트 지붕에도 처리 지원이 적용될까요?,"예, 비주택 건물의 슬레이트 지붕에 대해서도 슬레이트 철거 및 처리 지원이 가능합니다. 단, 지원을 받기 위한 구체적인 자격 요건은 해당 지역별 지방자치단체의 규정에 따라 다를 수 있으니 사전에 확인이 필요합니다.",슬레이트 처리 지원
484,지붕의 슬레이트를 제거하려면 어디에 어떻게 신청해야 하나요?,슬레이트 처리를 위해서는 해당 건물이 위치한 읍면동의 주민센터(행정복지센터)에 방문하셔서 신청 및 접수를 하시면 됩니다.,슬레이트 처리 지원
485,슬레이트 제거 지원을 받으려면 어떤 절차를 거쳐야 하나요?,지원을 받기 위해선 가까운 읍면동 주민센터(행정복지센터)를 방문하여 필요한 서류를 준비하고 접수 절차를 밟아야 합니다.,슬레이트 처리 지원
486,건물 지붕의 슬레이트 철거 비용을 지원받으려면 어디로 가야 하나요?,"슬레이트 철거 비용 지원을 받으시려면, 건축물이 속한 지역의 읍면동 주민센터(행정복지센터)에 직접 방문하여 신청하셔야 합니다.",슬레이트 처리 지원
487,폐가전 무료 수거 신청을 어디서 할 수 있나요?,폐가전 무료 수거 신청은 거주하고 있는 읍면동 주민센터(행정복지센터)를 통해 하실 수 있습니다.,슬레이트 처리 지원
488,"오래된 TV를 처리하고 싶어요, 어떻게 해야 하나요?",오래된 TV 같은 폐가전제품 처리는 근처 읍면동 주민센터(행정복지센터)에서 도움받으실 수 있어요. 방문하셔서 슬레이트 처리 지원 서비스에 관하여 문의하세요.,슬레이트 처리 지원
489,"집에 쓰지 않는 냉장고가 있는데, 이거 어떻게 치워야 할까요?",사용하지 않는 냉장고는 주거지역 내 읍면동 주민센터(행정복지센터)에서 슬레이트 처리 지원 서비스를 통해 수거 신청을 하실 수 있습니다. 관련 절차를 안내받으시고 이용하실 수 있어요.,슬레이트 처리 지원
490,"무담보 채무가 4억 원이고, 담보 채무가 9억 원인데 신용회복위원회 채무조정을 신청할 수 있나요?","네, 신청 가능합니다. 총 채무액이 무담보로는 5억 원 이하, 담보로는 10억 원 이하일 경우 신용회복위원회 채무조정을 신청할 수 있습니다.",신용회복위원회 채무조정
491,만약 내 총 채무액이 16억 원이라면 신용회복위원회 채무조정을 이용할 수 없는 건가요?,"맞습니다, 총 채무액이 15억 원을 초과한다면 신용회복위원회 채무조정의 대상에서 제외됩니다.",신용회복위원회 채무조정
492,신용회복위원회 채무조정의 담보 채무 한도는 얼마인가요?,담보 채무의 한도는 10억 원입니다. 따라서 담보 채무가 10억 원 이하인 경우 채무조정을 신청할 수 있습니다.,신용회복위원회 채무조정
493,신용회복위원회 채무조정 중 연체 발생 전에 신청할 수 있는 방법이 있나요?,"아니요, 채무조정은 연체가 발생한 채무자를 대상으로 하기 때문에 연체 발생 전 신청은 불가능합니다.",신용회복위원회 채무조정
494,신용회복지원협약에 가입하지 않은 금융기관의 채무도 신용회복위원회 채무조정에서 다루어지나요?,"아니요, 신용회복위원회 채무조정 대상은 신용회복지원협약에 가입한 기관에 대한 채무에 한합니다.",신용회복위원회 채무조정
495,제 채무 상황이 무담보 채무가 6억 원인데 담보 채무는 없습니다. 이 경우 채무조정 대상이 될 수 있나요?,"죄송하지만 무담보 채무 한도가 5억 원을 초과하므로, 신용회복위원회 채무조정 대상이 되지 않습니다.",신용회복위원회 채무조정
496,"채무가 너무 많아서 감당이 안되는데, 신용회복위원회에서 어떻게 도와줄 수 있나요?","신용회복위원회는 다양한 채무조정 프로그램을 통해 채무자를 지원합니다. 상환기간을 최장 10년까지 조정하거나 이자율을 조정할 수 있으며, 경우에 따라 이자를 감면하거나 원금을 최대 90%까지 감면받을 수 있습니다. 연체 전이나 이미 연체가 시작된 경우에도 특정 프로그램을 이용하여 채무를 조정할 수 있습니다.",신용회복위원회 채무조정
497,제가 아직 연체를 시작하지 않았어요. 신용회복위원회에서도 도움을 받을 수 있나요?,"네, 연체 전 채무 상태에서도 신용회복위원회의 '신속채무조정' 프로그램을 이용해 도움을 받을 수 있습니다. 조기에 문제를 인식하고 해결 방안을 모색하는 것이 좀 더 유리할 수 있습니다.",신용회복위원회 채무조정
498,"프리워크아웃이란 무엇인가요, 그리고 어떤 사람들이 이용할 수 있나요?","프리워크아웃'은 신용회복위원회에서 제공하는 이자율 채무조정 프로그램입니다. 이는 주로 채무상환능력은 있으나 일시적인 재정난을 겪고 있는 사람들을 대상으로 하며, 이자율을 조정하여 납부 부담을 완화시켜 줍니다.",신용회복위원회 채무조정
499,취약채무자는 정확히 어떤 상황에 있는 사람을 말하나요?,"취약채무자는 금융 취약 계층을 말하며, 일반적으로 낮은 소득이나 불안정한 재정 상황에 처한 사람들을 지칭합니다. 신용회복위원회의 지원을 받는 경우, 원금 감면률이 최대 90%에 이를 수 있어 채무 부담을 크게 줄일 수 있습니다.",신용회복위원회 채무조정
500,"제 친구가 개인워크아웃 프로그램에 관심이 많은데, 이 프로그램은 무엇이고 어떤 도움을 받을 수 있나요?","개인워크아웃'은 신용회복위원회 채무조정의 한 방법으로, 장기 연체 등으로 인해 경제적 어려움을 겪고 있는 개인 채무자에게 적합한 조정 프로그램입니다. 상환 기간 연장, 이자율 조정, 원금 감면 등 맞춤형 지원을 제공하여 채무 부담을 감소시킬 수 있습니다.",신용회복위원회 채무조정
501,이자 감면이나 원금 감면을 받기 위한 특별한 요건이 있나요?,"네, 각 제도별로 요건이 다르지만 일반적으로 채무자의 재정 상황, 연체 기간, 소득 등을 고려하여 채무 조정이 이루어집니다. 상황에 따라 채무 감면의 정도가 다를 수 있으며, 취약채무자의 경우 더 높은 비율의 원금 감면 혜택을 받을 수 있습니다.",신용회복위원회 채무조정
502,"신용회복위원회 채무조정을 신청하고 싶은데, 어디서 어떻게 하면 될까요?","신용회복위원회 채무조정을 신청하시려면 서민금융통합지원센터에 방문하여 상담 신청을 하시거나, 신용회복위원회의 사이버상담부 웹사이트(http://cyber.ccrs.or.kr)를 통해 온라인으로 상담 신청을 하실 수 있습니다. 또한 신용회복위원회 모바일 앱을 설치해 상담 신청하는 방법도 있습니다.",신용회복위원회 채무조정
503,서민금융통합지원센터로 직접 가지 않고 신용회복위원회와 상담하는 법이 있나요?,"네, 서민금융통합지원센터에 직접 방문하지 않고 신용회복위원회 사이버상담부의 온라인 상담(http://cyber.ccrs.or.kr)을 신청하거나, 신용회복위원회 모바일 앱을 통해 상담 신청을 할 수 있습니다.",신용회복위원회 채무조정
504,신용회복위원회의 온라인 상담 서비스는 어떻게 이용할 수 있나요?,신용회복위원회의 온라인 상담 서비스 이용을 위해서는 사이버상담부 웹사이트(http://cyber.ccrs.or.kr)에 접속하여 인터넷상담을 신청하시면 됩니다.,신용회복위원회 채무조정
505,스마트폰으로 신용회복위원회 채무조정 신청 방법을 알려주세요.,"스마트폰을 이용하여 신용회복위원회 채무조정을 신청하시려면, 신용회복위원회 모바일 앱을 설치하고 앱 내에서 상담 신청 절차를 진행하시면 됩니다.",신용회복위원회 채무조정
506,신용회복위원회 사이버상담부 웹사이트 주소를 알려주세요.,신용회복위원회 사이버상담부의 웹사이트 주소는 http://cyber.ccrs.or.kr 입니다. 여기서 온라인으로 상담 신청이 가능합니다.,신용회복위원회 채무조정
507,신용회복위원회 채무조정 상담을 온라인으로 신청하려고 합니다. 어디로 접속해야 하나요?,"온라인으로 신용회복위원회 채무조정 상담을 신청하고 싶으시면, 신용회복위원회 사이버상담부 사이트(http://cyber.ccrs.or.kr)에 접속하여 인터넷을 통한 상담 신청이 가능합니다.",신용회복위원회 채무조정
508,신용불량 상태에서 빚을 정리하고 싶은데 어디서 도움 받을 수 있나요?,신용회복위원회의 채무조정 프로그램을 이용해 도움을 받으실 수 있어요. 전화나 사이버상담을 통해 상담받으세요.,신용회복위원회 채무조정
509,전화로 신용회복위원회와 연락하고 싶어요. 어디로 전화해야 하죠?,신용회복위원회 전화번호는 1600-5500입니다. 연락해 상담을 받아보세요.,신용회복위원회 채무조정
510,빚 관련 문제로 인터넷으로 상담 받을 수 있는 방법이 있을까요?,"네, 신용회복위원회 사이버상담부 웹사이트(http://cyber.ccrs.or.kr)에서 온라인으로 상담이 가능해요.",신용회복위원회 채무조정
511,채무조정 신청 방법을 알고 싶습니다. 정보를 어디서 찾을 수 있나요?,신용회복위원회 사이버상담부 웹사이트를 통해 채무조정 신청 방법에 대한 정보를 안내받을 수 있습니다.,신용회복위원회 채무조정
512,내 빚을 조정할 수 있는 정부 지원은 어떤 게 있나요?,정부 지원으로는 신용회복위원회가 제공하는 채무조정 프로그램이 있습니다. 전화나 온라인으로 자세한 조건을 확인하실 수 있어요.,신용회복위원회 채무조정
513,"신용회복위원회에 연락하려는데, 어떤 방법을 사용하는 게 가장 빠르게 상담받을 수 있나요?",신용회복위원회의 전화번호 1600-5500으로 직접 전화하시는 것이 빠른 상담을 위한 좋은 방법입니다.,신용회복위원회 채무조정
514,신재생에너지 설비를 우리 집 지붕에 설치하고 싶어요. 이에 대한 지원을 받으려면 어떻게 해야 하나요?,신재생에너지 설치 지원 제도를 통해 단독(공동)주택 소유자라면 지원을 신청할 수 있습니다. 해당 지역 자치단체 또는 환경 관련 부서에 문의하여 구체적인 신청 방법과 필요 서류를 확인하시기 바랍니다.,신재생에너지 설치 지원
515,태양광 패널을 아파트 옥상에 설치하려고 합니다. 이 비용을 지원해주는 제도가 있다고 들었는데 정말인가요?,"네, 신재생에너지 설치 지원 제도의 대상자 중 한 사람으로서 공동주택인 아파트 옥상에 태양광 패널 설치에 대한 지원을 받을 수 있습니다. 지원 조건 및 절차에 대한 상세한 정보는 관할 지자체에 문의하시면 도움을 받을 수 있습니다.",신재생에너지 설치 지원
516,저는 빌라를 소유하고 있는데 풍력 발전 설비 설치를 위한 정부 지원을 받을 수 있나요?,빌라도 신재생에너지 설치 지원 제도의 지원 대상에 포함됩니다. 소유하신 빌라에 풍력 발전 설비를 설치하기 위한 지원을 받으려면 지방정부의 환경 관련 부서에 연락하여 절차를 확인하시고 신청하셔야 합니다.,신재생에너지 설치 지원
517,집에 태양광 패널을 설치하고 싶어요. 정부에서 지원받을 수 있는 방법이 있나요?,"네, 정부에서는 신재생에너지 설치 지원 제도를 통해 태양광을 포함한 여러 신재생에너지 시설 설치 비용의 일부를 지원하고 있습니다. 지역별, 시설별로 지원 범위와 조건이 다를 수 있으니 가까운 지방자치단체에 문의하여 자세한 내용과 신청 방법을 확인하세요.",신재생에너지 설치 지원
518,아파트 단지 내 공동 사용 가능한 소형풍력 발전기를 설치하려고 합니다. 어떤 지원이 가능한가요?,소형풍력 발전기 설치도 신재생에너지 설치 지원 제도를 통해 지원받을 수 있습니다. 공동 주택이나 공동체를 위한 신재생에너지 사업에 대한 자세한 지원 조건은 지방자치단체의 환경 관련 부서에 문의하거나 환경부 신재생에너지 관련 홈페이지에서 확인하실 수 있습니다.,신재생에너지 설치 지원
519,"온수를 위해 태양열 시스템을 설치하려고 하는데, 설치비 지원을 받을 수 있는 프로그램이 있나요?","태양열 시스템 설치를 위해서는 신재생에너지 설치 지원 제도를 이용해 보조금을 받을 수 있습니다. 정부 또는 지방자치단체의 지원 프로그램을 통해 설치비용의 일부를 지원받을 수 있으니, 상세한 지원 조건과 신청 절차는 관할 지자체에 문의하시거나 환경부의 관련 홈페이지에서 확인하실 수 있습니다. ",신재생에너지 설치 지원
520,태양광 패널을 집에 설치하려고 하는데 어떤 기관에 지원 신청을 해야 하나요?,신재생에너지 설치 지원 신청은 한국에너지공단의 신재생에너지센터를 통해 하실 수 있습니다. 홈페이지나 전화를 이용하여 상담 및 안내를 받으실 수 있어요.,신재생에너지 설치 지원
521,기업이 신재생에너지를 도입하고자 할 때 이용 가능한 정부 지원 프로그램이 있나요?,"네, 기업이 신재생에너지 설치를 원할 경우 한국에너지공단 신재생에너지센터에서 운영하는 다양한 지원 프로그램을 신청할 수 있습니다. 세부 조건 및 절차는 센터에 문의하여 확인하세요.",신재생에너지 설치 지원
522,"지난해보다 전기 사용량이 많아졌는데, 에너지 효율을 위해 정부 지원을 받아 신재생에너지 시설을 설치할 수 있나요?","예, 전기 사용량의 효율성을 개선하기 위해 신재생에너지 시설을 설치하고자 할 때는 한국에너지공단 신재생에너지센터의 지원 프로그램을 활용하실 수 있습니다. 지원 자격과 상세한 절차는 센터로 문의해 주세요.",신재생에너지 설치 지원
523,신재생에너지 설치를 위한 정부 지원을 받고 싶어요. 어디로 연락해야 하나요?,"신재생에너지 설치에 대한 정부 지원은 한국에너지공단 신재생에너지센터로 문의하실 수 있습니다. 그들의 전화번호는 1855-3020이며, 웹사이트 주소는 https://knrec.energy.or.kr/home 입니다.",신재생에너지센터
